"I/System.out( 3745): URLConn","11","<com.facebook.GraphResponse: java.util.List fromHttpConnection(java.net.HttpURLConnection,com.facebook.GraphRequestBatch)>","$r3 = virtualinvoke $r0.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","https://graph.facebook.com/v2.7/171027919967874/activities?access_token=&format=json&sdk=android","true","16","private, no-cache, no-store, must-revalidate","Sat, 01 Jan 2000 00:00:00 GMT","Not found","Not found"
"I/System.out( 3745): URLConn","12","<e.w.hd: e.w.hu a(e.w.hs)>","$r18 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://gop1.co/res/1/iloveword_a7nqjheb_en_p_480x854_2.png","false","39449","max-age=60480000","Not found","Not found","Not found"
"I/System.out( 3745): URLConn","13","<e.w.hd: e.w.hu a(e.w.hs)>","$r18 = virtualinvoke $r4.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://gop1.co/res/1/drawcartoon_a7nqjheb_en_p_480x854_1-2.png","false","34904","max-age=60480000","Not found","Not found","Not found"
"I/System.out( 4309): URLConn","0","<com.JDPLib.a.a: int b(java.lang.String,java.lang.String,java.lang.String,java.lang.StringBuffer)>","$r9 = virtualinvoke $r8.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://quarzosrv.com/ima/u03/1986/;PRG=MAN;VER=113;LANG=en","false","93","Not found","Not found","Not found","Not found"
"I/System.out( 4309): URLConn","1","<com.JDPLib.a.a: int b(java.lang.String,java.lang.String,java.lang.String,java.lang.StringBuffer)>","$r9 = virtualinvoke $r8.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://quarzosrv.com/ima/w07/3893/;USERID=1061398;RANK=1;WHAT=4;PERIOD=20180416","false","7576","Not found","Not found","Not found","Not found"
"I/System.out( 4309): URLConn","2","<com.JDPLib.a.a: int b(java.lang.String,java.lang.String,java.lang.String,com.JDPLib.b.c)>","$r9 = virtualinvoke $r8.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://quarzosrv.com/ima/w01/5273/;USERID=1061398;ISPREM=0;QUALITY=1;IMACODE=201804160016415913;","false","11190","Not found","Not found","Not found","Not found"
"I/System.out( 4309): URLConn","3","<com.JDPLib.a.a: int b(java.lang.String,java.lang.String,java.lang.String,com.JDPLib.b.c)>","$r9 = virtualinvoke $r8.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://quarzosrv.com/ima/w01/5221/;USERID=1061398;ISPREM=0;QUALITY=1;IMACODE=201804160130145915;","false","14229","Not found","Not found","Not found","Not found"
"I/System.out( 4309): URLConn","4","<com.JDPLib.a.a: int b(java.lang.String,java.lang.String,java.lang.String,com.JDPLib.b.c)>","$r9 = virtualinvoke $r8.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://quarzosrv.com/ima/w01/5205/;USERID=1061398;ISPREM=0;QUALITY=1;IMACODE=201804160015165912;","false","13081","Not found","Not found","Not found","Not found"
"I/System.out( 4309): URLConn","5","<com.JDPLib.a.a: int b(java.lang.String,java.lang.String,java.lang.String,com.JDPLib.b.c)>","$r9 = virtualinvoke $r8.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://quarzosrv.com/ima/w01/5254/;USERID=1061398;ISPREM=0;QUALITY=1;IMACODE=201804181803476030;","false","15090","Not found","Not found","Not found","Not found"
"I/System.out( 4309): URLConn","6","<com.JDPLib.a.a: int b(java.lang.String,java.lang.String,java.lang.String,com.JDPLib.b.c)>","$r9 = virtualinvoke $r8.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","http://quarzosrv.com/ima/w01/5204/;USERID=1061398;ISPREM=0;QUALITY=1;IMACODE=201804161342085938;","false","23915","Not found","Not found","Not found","Not found"
"I/System.out( 2302): URLConn","0","<com.facebook.GraphResponse: java.util.List fromHttpConnection(java.net.HttpURLConnection,com.facebook.GraphRequestBatch)>","$r3 = virtualinvoke $r0.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","https://graph.facebook.com/v2.4/1194919987269057/activities?format=json&sdk=android","true","16","private, no-cache, no-store, must-revalidate","Sat, 01 Jan 2000 00:00:00 GMT","Not found","Not found"
"I/System.out( 2302): URLConn","1","<com.facebook.GraphResponse: java.util.List fromHttpConnection(java.net.HttpURLConnection,com.facebook.GraphRequestBatch)>","$r3 = virtualinvoke $r0.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","https://graph.facebook.com/v2.4/1194919987269057/activities?format=json&sdk=android","true","16","private, no-cache, no-store, must-revalidate","Sat, 01 Jan 2000 00:00:00 GMT","Not found","Not found"
"I/System.out( 2302): URLConn","2","<com.facebook.GraphResponse: java.util.List fromHttpConnection(java.net.HttpURLConnection,com.facebook.GraphRequestBatch)>","$r3 = virtualinvoke $r0.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","https://graph.facebook.com/v2.4/1194919987269057?fields=supports_implicit_sdk_logging%2Cgdpv4_nux_content%2Cgdpv4_nux_enabled%2Candroid_dialog_configs%2Candroid_sdk_error_categories&format=json&sdk=android","false","Not found","private, no-cache, no-store, must-revalidate","Sat, 01 Jan 2000 00:00:00 GMT","Not found","Not found"
"I/System.out( 2302): URLConn","3","<com.facebook.GraphResponse: java.util.List fromHttpConnection(java.net.HttpURLConnection,com.facebook.GraphRequestBatch)>","$r3 = virtualinvoke $r0.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","https://graph.facebook.com/v2.4/1194919987269057/activities?access_token=&format=json&sdk=android","true","16","private, no-cache, no-store, must-revalidate","Sat, 01 Jan 2000 00:00:00 GMT","Not found","Not found"
