"I/System.out(19999): OkHttpP","20","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","21","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/devicetracking","POST","[16]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","22","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/devicetracking","POST","[16]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","23","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/devicetracking","POST","[16]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","24","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/devicetracking","POST","[16]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","25","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","26","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","27","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","28","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","29","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","31","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","32","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","33","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","34","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","35","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","36","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","37","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/rest/session/sitecode=1","POST","[212]","[private]","[]","[]","[]",""
"I/System.out(19999): OkHttpP","38","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/rest/session/sitecode=1","POST","[212]","[private]","[]","[]","[]",""
"I/System.out(19999): OkHttpP","39","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/rest/session/sitecode=1","POST","[212]","[private]","[]","[]","[]",""
"I/System.out(19999): OkHttpP","44","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","45","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/rest/session/sitecode=1","POST","[338]","[private]","[]","[]","[]",""
"I/System.out(19999): OkHttpP","46","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/rest/session/sitecode=1","POST","[338]","[private]","[]","[]","[]",""
"I/System.out(19999): OkHttpP","47","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","53","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","54","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","55","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","56","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): URLConn","57","<com.appdynamics.eumagent.runtime.ae$3: java.io.InputStream a()>","$r2 = virtualinvoke $r1.<java.net.URLConnection: java.io.InputStream getInputStream()>()","https://device-api.urbanairship.com/api/channels/","true","301","Not found","Fri, 13 Apr 2018 18:57:19 GMT","Not found","Not found"
"I/System.out(19999): URLConn","58","<com.appdynamics.eumagent.runtime.w: java.io.InputStream g()>","$r2 = virtualinvoke $r1.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()","https://appd-eum.match.com/eumcollector/mobileMetrics?version=2","true","Not found","private, no-cache, no-store, must-revalidate, max-age=0, proxy-revalidate, s-maxage=0","0","Not found","Not found"
"I/System.out(19999): OkHttpP","60","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","61","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","62","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","63","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","64","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","65","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","66","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","67","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","68","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","69","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","70","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","71","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","72","<okhttp3.internal.http.BridgeInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r12 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r11)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","73","<com.match.android.networklib.core.b$a: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r7 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r6)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","74","<okhttp3.RealCall: okhttp3.Response getResponseWithInterceptorChain()>","$r13 = interfaceinvoke $r12.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
"I/System.out(19999): OkHttpP","75","<okhttp3.internal.cache.CacheInterceptor: okhttp3.Response intercept(okhttp3.Interceptor$Chain)>","$r11 = interfaceinvoke $r1.<okhttp3.Interceptor$Chain: okhttp3.Response proceed(okhttp3.Request)>($r3)","https://g3.match.com/api/track/pagecode","POST","[22]","[no-cache]","[-1]","[]","[]",""
