sep=;
#reqs before duplication removal: 26
#reqs after duplication removal: 26
Sending all requests: 2018-04-14 09:53:10
Sleeping for 10 seconds
Sending round 2 of requests at 2018-04-14 09:53:20
Sleeping for 20 seconds
Sending round 3 of requests at 2018-04-14 09:53:40
Sleeping for 30 seconds
Sending round 4 of requests at 2018-04-14 09:54:10
url;changed after 10s;changed after 30s;changed after 60s;response time;expires;cacheControl;expires reliable;cacheControl reliable
http://usa.ime.cootek.com/ad/sspstat?sspid=0&tu=509&s=18A0D91B968E20066E02300F430147FE&type=2&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&prt=1523563273621;False;False;False;14410;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563272672&sspid=2&type=1&v=77&placementid=164814550552369_340590999641389&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=513&s=1B9DD3056E9B85CC758ECC6548B05065&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;14155;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563271232&sspid=2&type=1&v=77&placementid=164814550552369_340585899641899&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=509&s=D956B541047C2B182619BD98E0CA7F23&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;13833;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/keyboard?nt=WIFI&adn=1&prt=1523563270980&at=TUWEN&h=648&w=612&v=77&tz=-7&le=en-us&tu=513&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&adclass=EMBEDDED&mnc=31016&rt=JSON&ch=keyboard_theme_water;False;False;False;67631;Sat, 14 Apr 2018 09:53:10 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563270559&sspid=3&type=1&v=77&placementid=theme_recommend_exit_promote&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=513&s=004021C40C614D6C46813ECCE9197F3D&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;15888;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?sspid=0&tu=504&s=D5DE22795F3B582EC11CA894209A219D&type=2&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&prt=1523563273337;False;False;False;15203;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563272574&sspid=1&type=1&v=77&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=513&s=DE548A3E70715440A3442D1D5043D704&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;14630;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563272557&sspid=4&type=1&v=77&placementid=ca-app-pub-5943120796997934/8818599206&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=509&s=84E1C52A86FC7B663C997D902C6340BB&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;15846;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?sspid=0&tu=509&s=2B18E490233CAB4BD8D531F0F2578494&type=2&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&prt=1523563274239;False;False;False;15297;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563273040&sspid=1&type=1&v=77&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=504&s=2CA8F0D88401D3B79222FF8A7FCA43AB&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;14348;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563269818&sspid=2&type=1&v=77&placementid=164814550552369_340585899641899&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=509&s=30DBAC4D25C583A7DC65196111B128D1&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;14216;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563274128&sspid=2&type=1&v=77&placementid=164814550552369_340585899641899&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=509&s=A878E2321377F0A43338E7EA9C8A7827&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;14453;Sat, 14 Apr 2018 09:53:09 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/keyboard?nt=WIFI&adn=1&prt=1523563273057&at=TUWEN&h=1280&w=720&v=77&tz=-7&le=en-us&tu=509&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&adclass=EMBEDDED&mnc=31016&rt=JSON&ch=keyboard_theme_water;False;False;False;815667;Sat, 14 Apr 2018 09:53:10 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&adn=1&osv=4.4.2&prt=1523563272105&sspid=1&type=1&v=77&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=513&s=276CAB9194A5417A5AFF25C8102BDE20&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;14810;Sat, 14 Apr 2018 09:53:10 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/keyboard?nt=WIFI&adn=1&prt=1523563273040&at=TUWEN&h=576&w=720&v=77&tz=-7&le=en-us&tu=504&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&adclass=EMBEDDED&mnc=31016&rt=JSON&ch=keyboard_theme_water;False;False;False;382997;Sat, 14 Apr 2018 09:53:11 GMT;['no-cache'];True;N/A
http://usa.ime.cootek.com/ad/sspstat?nt=WIFI&gaid=3ae8f2f4-1b58-4ed6-816b-3ee6c7e3745e&osv=4.4.2&prt=1523563270148&sspid=0&type=1&v=77&tz=-7&di=U00tRzk1NU4=&le=en-us&tu=509&s=D80001784F15FA3F2DAEAA675C6F18A3&token=9024084c-1a71-4f7f-9e15-1ed7cbcfdc1c&mnc=31016&mf=c2Ftc3VuZw==&ch=keyboard_theme_water;False;False;False;16430;Sat, 14 Apr 2018 09:53:10 GMT;['no-cache'];True;N/A
Finished all processing all requests at 2018-04-14 09:54:10
total num urls: 26
% expire urls: 100.0
% reliable expire urls: 100.0
% cachecontrol urls: 0.0
% reliable cachecontrol urls: N/A
